Ap1,Ap3,Ap4,Ap5,Ap6,Ap8,Ap11,Ap12,Ap13,Ap14,Ap16,Ap19,Ap22,Ap23,Ap24,Ap27,Ap29,Ap34,Ap35,Ap38,Ap39,Ap41,Ap43,Ap45,Ap48,Ap49,Ap50,Ap56,Ap60,Ap66,Ap70,Ap74,Ap76,Ap78,Ap79,Ap85,Ap87,Ap93,Ap102,Ap104,Ap110,Ap112,Ap114,Ap117,Ap120,Ap122,Ap129,Ap131,Ap132,zona
0.625,0.5357142857142856,0.6499999999999999,0.44680851063829796,0.6111111111111112,0.6904761904761905,0.6363636363636365,0.8799999999999999,0.0,0.7446808510638299,0.5641025641025639,0.5,0.8518518518518516,0.9166666666666661,0.5,0.0,0.4500000000000002,0.6944444444444446,0.59375,0.4827586206896548,0.4117647058823528,0.0,0.0,0.0,0.30303030303030276,0.4210526315789469,0.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.3125,0.5892857142857142,0.4249999999999998,0.0,0.3333333333333335,0.0,0.6181818181818182,0.48,0.0,0.7659574468085106,0.41025641025641013,0.3999999999999999,0.4814814814814814,0.49999999999999956,0.4249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.75,0.6785714285714286,0.9249999999999998,0.0,0.0,0.6666666666666667,0.7272727272727273,0.7999999999999998,0.4444444444444442,0.7446808510638299,0.4871794871794872,0.375,0.7407407407407405,0.7916666666666661,0.375,0.0,0.34999999999999964,0.0,0.0,0.0,0.0,0.24324324324324298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.8125,0.6964285714285714,0.875,0.46808510638297873,0.5,0.5714285714285716,0.8545454545454545,0.7999999999999998,0.5925925925925926,0.6595744680851063,0.46153846153846123,0.375,0.7407407407407405,0.833333333333333,0.375,0.0,0.34999999999999964,0.0,0.0,0.0,0.0,0.24324324324324298,0.0,0.4117647058823528,0.30303030303030276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.8125,0.6964285714285714,0.875,0.46808510638297873,0.5,0.5714285714285716,0.8545454545454545,0.7999999999999998,0.5925925925925926,0.6595744680851063,0.46153846153846123,0.375,0.7407407407407405,0.833333333333333,0.375,0.0,0.34999999999999964,0.0,0.0,0.0,0.0,0.24324324324324298,0.0,0.4117647058823528,0.30303030303030276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.8125,0.7857142857142856,0.8999999999999999,0.46808510638297873,0.5,0.5714285714285716,0.8727272727272727,0.7999999999999998,0.5185185185185182,0.6595744680851063,0.46153846153846123,0.375,0.7037037037037033,0.833333333333333,0.375,0.0,0.34999999999999964,0.0,0.375,0.0,0.0,0.24324324324324298,0.0,0.4117647058823528,0.30303030303030276,0.0,0.5333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.75,0.8571428571428571,0.95,0.46808510638297873,0.4722222222222223,0.0,0.8181818181818181,0.8399999999999999,0.0,0.7021276595744681,0.4871794871794872,0.32499999999999973,0.7037037037037033,0.833333333333333,0.3500000000000001,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.75,0.8571428571428571,0.5499999999999998,0.46808510638297873,0.6666666666666665,0.0,0.8,0.7999999999999998,0.0,0.553191489361702,0.4871794871794872,0.5249999999999999,0.7037037037037033,0.708333333333333,0.5249999999999999,0.0,0.0,0.5,0.34375,0.0,0.0,0.18918918918918903,0.0,0.2941176470588234,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.75,0.8571428571428571,0.5499999999999998,0.46808510638297873,0.6666666666666665,0.0,0.8,0.7999999999999998,0.0,0.553191489361702,0.4871794871794872,0.5249999999999999,0.7037037037037033,0.708333333333333,0.5249999999999999,0.0,0.0,0.5,0.34375,0.0,0.0,0.18918918918918903,0.0,0.2941176470588234,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.75,0.8571428571428571,0.5499999999999998,0.46808510638297873,0.6666666666666665,0.0,0.8,0.7999999999999998,0.0,0.553191489361702,0.4871794871794872,0.5249999999999999,0.7037037037037033,0.708333333333333,0.5249999999999999,0.0,0.0,0.5,0.34375,0.0,0.0,0.18918918918918903,0.0,0.2941176470588234,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.75,0.7142857142857142,0.875,0.46808510638297873,0.5833333333333335,0.45238095238095255,0.8,0.7999999999999998,0.7777777777777777,0.6170212765957446,0.5384615384615383,0.4249999999999998,0.7037037037037033,0.708333333333333,0.4249999999999998,0.0,0.0,0.6111111111111112,0.375,0.0,0.0,0.18918918918918903,0.0,0.4117647058823528,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.75,0.7142857142857142,0.9249999999999998,0.46808510638297873,0.5277777777777777,0.45238095238095255,0.7636363636363637,0.7999999999999998,0.7777777777777777,0.7021276595744681,0.5384615384615383,0.32499999999999973,0.7777777777777777,0.708333333333333,0.3500000000000001,0.0,0.0,0.5277777777777777,0.375,0.0,0.0,0.18918918918918903,0.0,0.4117647058823528,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.75,0.7142857142857142,0.9249999999999998,0.46808510638297873,0.5277777777777777,0.45238095238095255,0.7636363636363637,0.7999999999999998,0.7777777777777777,0.7021276595744681,0.5384615384615383,0.32499999999999973,0.7777777777777777,0.708333333333333,0.3500000000000001,0.0,0.0,0.5277777777777777,0.375,0.0,0.0,0.18918918918918903,0.0,0.4117647058823528,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.75,0.7142857142857142,0.9249999999999998,0.46808510638297873,0.5277777777777777,0.45238095238095255,0.7636363636363637,0.7999999999999998,0.7777777777777777,0.7021276595744681,0.5384615384615383,0.32499999999999973,0.7777777777777777,0.708333333333333,0.3500000000000001,0.0,0.0,0.5277777777777777,0.375,0.0,0.0,0.18918918918918903,0.0,0.4117647058823528,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.75,0.7142857142857142,0.9249999999999998,0.46808510638297873,0.5277777777777777,0.45238095238095255,0.7636363636363637,0.7999999999999998,0.7777777777777777,0.7021276595744681,0.5384615384615383,0.32499999999999973,0.7777777777777777,0.708333333333333,0.3500000000000001,0.0,0.0,0.5277777777777777,0.375,0.0,0.0,0.18918918918918903,0.0,0.4117647058823528,0.0,0.5263157894736841,0.8000000000000003,0.4666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.7142857142857142,0.7749999999999999,0.5106382978723405,0.4166666666666665,0.523809523809524,0.8181818181818181,0.0,0.0,0.6808510638297873,0.46153846153846123,0.4750000000000001,0.5925925925925926,0.6249999999999996,0.44999999999999973,0.0,0.0,0.0,0.46875,0.0,0.0,0.0,0.0,0.4117647058823528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.7857142857142856,0.7,0.44680851063829796,0.4166666666666665,0.6190476190476191,0.8181818181818181,0.0,0.5555555555555554,0.46808510638297873,0.46153846153846123,0.32499999999999973,0.6296296296296293,0.5416666666666661,0.44999999999999973,0.0,0.0,0.4722222222222223,0.40625,0.0,0.0,0.0,0.0,0.44117647058823506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.7857142857142856,0.7,0.44680851063829796,0.4166666666666665,0.6190476190476191,0.8181818181818181,0.0,0.5555555555555554,0.46808510638297873,0.46153846153846123,0.32499999999999973,0.6296296296296293,0.5416666666666661,0.44999999999999973,0.0,0.0,0.4722222222222223,0.40625,0.0,0.0,0.0,0.0,0.44117647058823506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.0,0.7857142857142856,0.7,0.44680851063829796,0.4166666666666665,0.6190476190476191,0.8181818181818181,0.0,0.5555555555555554,0.46808510638297873,0.46153846153846123,0.32499999999999973,0.6296296296296293,0.5416666666666661,0.44999999999999973,0.0,0.0,0.4722222222222223,0.40625,0.0,0.0,0.0,0.0,0.44117647058823506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.0,0.7857142857142856,0.7,0.44680851063829796,0.4166666666666665,0.6190476190476191,0.8181818181818181,0.0,0.5555555555555554,0.46808510638297873,0.46153846153846123,0.32499999999999973,0.6296296296296293,0.5416666666666661,0.44999999999999973,0.0,0.0,0.4722222222222223,0.40625,0.0,0.0,0.0,0.0,0.44117647058823506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
